Symbol
NICE
NIU
NKLA
NKTR
NLOK
NMIH
NMRK
NOVT
NSIT
NSTG
NTAP
NTCT
NTES
NTLA
NTNX
NTRA
NTRS
NUAN
NUVA
NVAX
NVCR
NVDA
NVMI
NWE
NWL
NWS
NWSA
NXPI
NXST
OCDX
ODFL
ODP
OKTA
OLED
OLK
OLLI
OM
OMAB
OMCL
ON
ONB
ONEM
OPCH
OPEN
OPK
ORGO
ORLY
OSTK
OTEX
OTLY
OZK
OZON
PAA
PAAS
PACB
PACW
PAGP
PATK
PAX
PAYX
PBCT
PCAR
PCH
PCRX
PCT
PCTY
PDCE
PDCO
PDD
PEGA
PENN
PEP
PFG
PFPT
PGNY
PINC
PLL
PLTK
PLUG
PLXS
PNFP
PODD
POOL
POSH
POWI
PPBI
PPC
PPD
PRAH
PRFT
PRVA
PSEC
PSMT
PTC
PTCT
PTON
PTVE
PYPL
PZZA
QCOM
QDEL
QFIN
QLYS
QRTEA
QRTEB
QRVO
RARE
RCII
RCKT
RCM
RDFN
REG
REGI
REGN
RETA
REYN
RGEN
RGLD
RLAY
RMBS
RNST
ROCK
ROIC
ROKU
ROLL
ROOT
ROST
RPD
RPRX
RRR
RUBY
RUN
RUSHA
RUSHB
RVMD
RVNC
RXRX
RXT
RYAAY
SABR
SAFM
SAGE
SAIA
SANA
SANM
SASR
SATS
SAVA
SBAC
SBCF
SBGI
SBLK
SBNY
SBRA
SBUX
SDC
SDGR
SEDG
SEIC
SFBS
SFIX
SFM
SFNC
SGEN
SGMS
SGRY
SHC
SHEN
SHLS
SHOO
SIGI
SIMO
SIRI
SIVB
SKYW
SLAB
SLGN
SLM
SMPL
SMTC
SNBR
SNPS
SNY
SONO
SPLK
SPSC
SPT
SPWR
SRCL
SRNE
SRNG
SRPT
SSB
SSNC
SSRM
STAA
STAY
STLD
STMP
STNE
STX
SVMK
SWAV
SWIM
SWKS
SWTX
SYNA
SYNH
TBK
TCBI
TCF
TCOM
TDUP
TEAM
TECH
TENB
TER
TFSL
TGTX
THRM
TIGO
TIGR
TIL
TLND
TLRY
TLS
TMUS
TNDM
TOWN
TPTX
TREE
TRIP
TRMB
TRMK
TROW
TRUP
TSCO
TSEM
TSLA
TSP
TTD
TTEC
TTEK
TTWO
TW
TWNK
TWOU
TWST
TXG
TXN
TXRH
UAL
UBSI
UCBI
UCTT
UFPI
UHAL
ULCC
ULTA
UMBF
UMPQ
UNIT
UPST
UPWK
URBN
UTHR
VC
VCEL
VCTR
VCYT
VEON
VERX
VG
VIAC
VIACA
VIAV
VICR
VIR
VIRT
VLY
VNET
VNOM
VOD
VRM
VRNS
VRNT
VRRM
VRSK
VRSN
VRTS
VRTX
VSAT
VTRS
WAFD
WB
WBA
WDAY
WDC
WDFC
WEN
WERN
WING
WISH
WIX
WLTW
WMG
WOOF
WSBC
WSC
WSFS
WTFC
WW
WWD
WYNN
XEL
XLNX
XLRN
XM
XNCR
XP
XPEL
XPER
XRAY
YNDX
YY
Z
ZBRA
ZG
ZI
ZION
ZLAB
ZM
ZNGA
ZNTL
ZS
ZY
